体系,部門,部署,url
創発物性科学研究センター,創発物性科学研究センター,創発デバイス研究チーム,https://www.riken.jp/research/labs/cems/emerg_device/index.html
創発物性科学研究センター,創発物性科学研究センター,創発ソフトシステム研究チーム,https://www.riken.jp/research/labs/cems/emerg_soft_matter_struct/index.html
創発物性科学研究センター,創発物性科学研究センター,創発機能高分子研究チーム,https://www.riken.jp/research/labs/cems/emerg_funct_polym/index.html
創発物性科学研究センター,創発物性科学研究センター,創発生体工学材料研究チーム,https://www.riken.jp/research/labs/cems/emerg_bioeng_mater/index.html
創発物性科学研究センター,創発物性科学研究センター,創発超分子材料研究チーム,https://www.riken.jp/research/labs/cems/emerg_supramol_mater/index.html
創発物性科学研究センター,創発物性科学研究センター,ソフトマター物性研究チーム,https://www.riken.jp/research/labs/cems/phys_soft_matter_unit/index.html
創発物性科学研究センター,創発物性科学研究センター,物質評価支援チーム,https://www.riken.jp/research/labs/cems/mater_char_support/index.html
創発物性科学研究センター,創発物性科学研究センター,量子機能システム研究グループ,https://www.riken.jp/research/labs/cems/qtm_funct_sys/index.html
創発物性科学研究センター,創発物性科学研究センター,量子凝縮体研究チーム,https://www.riken.jp/research/labs/cems/qtm_condens/index.html
創発物性科学研究センター,創発物性科学研究センター,創発現象観測技術研究チーム,https://www.riken.jp/research/labs/cems/emerg_phenom_obs_tech/index.html
創発物性科学研究センター,創発物性科学研究センター,量子ナノ磁性研究チーム,https://www.riken.jp/research/labs/cems/qtm_nanoscale_magn/index.html
創発物性科学研究センター,創発物性科学研究センター,量子システム理論研究チーム,https://www.riken.jp/research/labs/cems/qtm_sys_theor/index.html
創発物性科学研究センター,創発物性科学研究センター,スピン物性理論研究チーム,https://www.riken.jp/research/labs/cems/spin_phys_theor/index.html
創発物性科学研究センター,創発物性科学研究センター,創発物性科学研究支援チーム,https://www.riken.jp/research/labs/cems/emerg_matter_support/index.html
創発物性科学研究センター,創発物性科学研究センター,量子効果デバイス研究チーム,https://www.riken.jp/research/labs/cems/qtm_eff_device/index.html
創発物性科学研究センター,創発物性科学研究センター,量子電子デバイス研究チーム,https://www.riken.jp/research/labs/cems/qtm_electron_device/index.html
創発物性科学研究センター,創発物性科学研究センター,統合物性科学研究プログラム,https://www.riken.jp/research/labs/cems/crossdiv_mater/index.html
創発物性科学研究センター,創発物性科学研究センター,動的創発物性研究ユニット,https://www.riken.jp/research/labs/cems/crossdiv_mater/dyn_emerg_phenom_unit/index.html
創発物性科学研究センター,創発物性科学研究センター,情報変換ソフトマター研究ユニット,https://www.riken.jp
創発物性科学研究センター,創発物性科学研究センター,創発分子集積研究ユニット,https://www.riken.jp/research/labs/cems/crossdiv_mater_mol_assembl_res/index.html
創発物性科学研究センター,創発物性科学研究センター,計算物質機能研究ユニット,https://www.riken.jp/research/labs/cems/crossdiv_mater/comput_mater_funct/index.html
創発物性科学研究センター,創発物性科学研究センター,低次元輸送現象研究ユニット,https://www.riken.jp
創発物性科学研究センター,創発物性科学研究センター,トポロジカル量子現象研究ユニット,https://www.riken.jp
創発物性科学研究センター,創発物性科学研究センター,創発分光学研究ユニット,https://www.riken.jp/research/labs/cems/crossdiv_mater/emerg_spectro/index.html
創発物性科学研究センター,創発物性科学研究センター,創発機能界面研究ユニット,https://www.riken.jp/research/labs/cems/crossdiv_mater/emerg_funct_interface/index.html
創発物性科学研究センター,創発物性科学研究センター,トポロジカル量子物質研究ユニット,https://www.riken.jp/research/labs/cems/crossdiv_mater/topology_qtm_matter/index.html
創発物性科学研究センター,創発物性科学研究センター,トポロジカル材料設計研究ユニット,https://www.riken.jp/research/labs/cems/crossdiv_mater/topology_matter_des/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,超伝導量子エレクトロニクス研究チーム,https://www.riken.jp/research/labs/rqc/superconduct_qtm_electron/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,超伝導量子シミュレーション研究チーム,https://www.riken.jp/research/labs/rqc/superconduct_qtm_sim/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,超伝導量子エレクトロニクス連携研究ユニット,https://www.riken.jp/research/labs/rqc/superconduct_qtm_electron_joint/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,超伝導量子計算システム研究ユニット,https://www.riken.jp/research/labs/rqc/superconduct_qtm_comput_sys/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,ハイブリッド量子回路研究チーム,https://www.riken.jp/research/labs/rqc/hybrid_qtm_circ/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,光量子計算研究チーム,https://www.riken.jp/research/labs/rqc/opt_qtm_comput_res/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,量子多体ダイナミクス研究ユニット,https://www.riken.jp/research/labs/rqc/qtm_mbody_dyn/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,浮揚電子量子情報理研白眉研究チーム,https://www.riken.jp/research/labs/rqc/floatelectron_based_qtm_inf_riken_hakubi/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,半導体量子情報デバイス研究チーム,https://www.riken.jp/research/labs/rqc/semiconductor_qtm_inf_device/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,半導体量子情報デバイス理論研究チーム,https://www.riken.jp/research/labs/rqc/semiconductor_qtm_inf_device_theor/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,量子計算理論研究チーム,https://www.riken.jp/research/labs/rqc/qtm_comput_theor/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,量子情報物理理論研究チーム,https://www.riken.jp/research/labs/rqc/qtm_inf_phys_theor_res/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,量子計算科学研究チーム,https://www.riken.jp/research/labs/rqc/qtm_comput_sci_res/index.html
量子コンピュータ研究センター,量子コンピュータ研究センター,理研RQC-富士通連携センター,https://www.riken.jp/research/labs/rqc/riken_fujitsu/index.html
光量子工学研究センター,光量子工学研究センター,アト秒科学研究チーム,https://www.riken.jp/research/labs/rap/attosec_sci/index.html
光量子工学研究センター,光量子工学研究センター,超高速分子計測研究チーム,https://www.riken.jp/research/labs/rap/ultrafast_spectro/index.html
光量子工学研究センター,光量子工学研究センター,時空間エンジニアリング研究チーム,https://www.riken.jp/research/labs/rap/spacetime_eng/index.html
光量子工学研究センター,光量子工学研究センター,量子オプトエレクトロニクス研究チーム,https://www.riken.jp/research/labs/rap/qtm_optoelectron/index.html
光量子工学研究センター,光量子工学研究センター,生細胞超解像イメージング研究チーム,https://www.riken.jp/research/labs/rap/live_cell_superresolution_img/index.html
光量子工学研究センター,光量子工学研究センター,生命光学技術研究チーム,https://www.riken.jp/research/labs/rap/biotech_opt/index.html
光量子工学研究センター,光量子工学研究センター,画像情報処理研究チーム,https://www.riken.jp/research/labs/rap/img_process/index.html
光量子工学研究センター,光量子工学研究センター,フォトン操作機能研究チーム,https://www.riken.jp/research/labs/rap/innov_photon_manipulation/index.html
光量子工学研究センター,光量子工学研究センター,先端レーザー加工研究チーム,https://www.riken.jp/research/labs/rap/adv_laser_process/index.html
光量子工学研究センター,光量子工学研究センター,テラヘルツイメージング研究チーム,https://www.riken.jp/research/labs/rap/thz_sens_imag/index.html
光量子工学研究センター,光量子工学研究センター,テラヘルツ光源研究チーム,https://www.riken.jp/research/labs/rap/teraphoton/index.html
光量子工学研究センター,光量子工学研究センター,テラヘルツ量子素子研究チーム,https://www.riken.jp/research/labs/rap/thz_qtm_device/index.html
光量子工学研究センター,光量子工学研究センター,光量子制御技術開発チーム,https://www.riken.jp/research/labs/rap/photon_ctrl/index.html
光量子工学研究センター,光量子工学研究センター,先端光学素子開発チーム,https://www.riken.jp/research/labs/rap/ultrahigh_precis_opt/index.html
光量子工学研究センター,光量子工学研究センター,中性子ビーム技術開発チーム,https://www.riken.jp/research/labs/rap/neutr_beam/index.html
光量子工学研究センター,光量子工学研究センター,技術基盤支援チーム,https://www.riken.jp/research/labs/rap/adv_manuf_support/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,量子ハドロン物理学研究室,https://www.riken.jp/research/labs/rnc/qtm_had_phys/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,ストレンジネス核物理研究室,https://www.riken.jp/research/labs/rnc/strang_nucl_phys/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,放射線研究室,https://www.riken.jp/research/labs/rnc/rad/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,中間子科学研究室,https://www.riken.jp/research/labs/rnc/adv_mes/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,RI物理研究室,https://www.riken.jp/research/labs/rnc/rad_isot/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,スピン・アイソスピン研究室,https://www.riken.jp/research/labs/rnc/spin_isospin/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,核分光研究室,https://www.riken.jp/research/labs/rnc/nucl_spectro/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,高エネルギー宇宙物理研究室,https://www.riken.jp/research/labs/rnc/high_ener_astro/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,加速器基盤研究部,https://www.riken.jp/research/labs/rnc/accel/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,加速器高度化チーム,https://www.riken.jp/research/labs/rnc/accel/rnd/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,イオン源開発チーム,https://www.riken.jp/research/labs/rnc/accel/ion_src/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,リニアックチーム,https://www.riken.jp/research/labs/rnc/accel/rilac/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,サイクロトロンチーム,https://www.riken.jp/research/labs/rnc/accel/cyclo/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,運転技術チーム,https://www.riken.jp/research/labs/rnc/accel/beam_dyn_diagn/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,低温技術チーム,https://www.riken.jp/research/labs/rnc/accel/cryogen/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,加速器施設業務チーム,https://www.riken.jp/research/labs/rnc/accel/infrastruct/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,超重元素研究開発部,https://www.riken.jp/research/labs/rnc/superhvy_elem/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,超重元素合成研究チーム,https://www.riken.jp/research/labs/rnc/superhvy_elem/superhvy_elem_prod/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,超重元素分析装置開発チーム,https://www.riken.jp/research/labs/rnc/superhvy_elem/superhvy_elem_dev/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,雪氷宇宙科学研究開発室,https://www.riken.jp/research/labs/rnc/astro_glaciol/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,核変換データ研究開発室,https://www.riken.jp/research/labs/rnc/nucl_transm_data/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,高速RIデータチーム,https://www.riken.jp/research/labs/rnc/nucl_transm_data/fast_ri_data/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,低速RIデータチーム,https://www.riken.jp/research/labs/rnc/nucl_transm_data/slow_ri_data/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,ミューオンデータチーム,https://www.riken.jp/research/labs/rnc/nucl_transm_data/muon_data/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,大強度加速技術開発室,https://www.riken.jp/research/labs/rnc/high_intense_accel/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,高効率加速空洞開発チーム,https://www.riken.jp/research/labs/rnc/high_intense_accel/high_gradient_cave/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,大強度標的開発チーム,https://www.riken.jp/research/labs/rnc/high_intense_accel/high_power_targ/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,実験装置開発室,https://www.riken.jp/research/labs/rnc/instrum_dev/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,低速RIビーム生成装置開発チーム,https://www.riken.jp
仁科加速器科学研究センター,仁科加速器科学研究センター,短寿命核質量測定装置開発チーム,https://www.riken.jp/research/labs/rnc/instrum_dev/rare_ri_ring/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,RI・電子散乱装置開発チーム,https://www.riken.jp/research/labs/rnc/instrum_dev/scrit/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,実験装置運転・維持管理室,https://www.riken.jp/research/labs/rnc/res_instrum/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,RIビーム分離生成装置チーム,https://www.riken.jp/research/labs/rnc/res_instrum/bigrips/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,多種粒子測定装置開発チーム,https://www.riken.jp/research/labs/rnc/res_instrum/samurai/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,情報処理技術チーム,https://www.riken.jp/research/labs/rnc/res_instrum/comput_net/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,計測技術チーム,https://www.riken.jp/research/labs/rnc/res_instrum/detect/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,イオン育種研究開発室,https://www.riken.jp/research/labs/rnc/accel_app/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,生物照射チーム,https://www.riken.jp/research/labs/rnc/accel_app/rad_biol/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,植物ゲノム進化研究チーム,https://www.riken.jp/research/labs/rnc/accel_app/mutant_genom/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,RI応用研究開発室,https://www.riken.jp/research/labs/rnc/ri_app/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,核化学研究チーム,https://www.riken.jp/research/labs/rnc/ri_app/ri_app/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,産業利用開発チーム,https://www.riken.jp/research/labs/rnc/ri_app/coop/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,安全業務室,https://www.riken.jp/research/labs/rnc/saf_manage/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,共用促進室,https://www.riken.jp/research/labs/rnc/liason/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,共用促進チーム,https://www.riken.jp/research/labs/rnc/liason/support/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,アウトリーチチーム,https://www.riken.jp/research/labs/rnc/liason/outreach/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,理研BNL研究センター,https://www.riken.jp/research/labs/rnc/riken_bnl/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,理論研究グループ,https://www.riken.jp/research/labs/rnc/riken_bnl/theor/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,実験研究グループ,https://www.riken.jp/research/labs/rnc/riken_bnl/exp/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,計算物理研究グループ,https://www.riken.jp/research/labs/rnc/riken_bnl/comput/index.html
仁科加速器科学研究センター,仁科加速器科学研究センター,RAL支所,https://www.riken.jp/research/labs/rnc/ral_office/index.html
計算科学研究センター,計算科学研究センター,プログラミング環境研究チーム,https://www.riken.jp/research/labs/r-ccs/program_env/index.html
計算科学研究センター,計算科学研究センター,プロセッサ研究チーム,https://www.riken.jp/research/labs/r-ccs/processor/index.html
計算科学研究センター,計算科学研究センター,大規模並列数値計算技術研究チーム,https://www.riken.jp/research/labs/r-ccs/par_numer_comput_tech/index.html
計算科学研究センター,計算科学研究センター,連続系場の理論研究チーム,https://www.riken.jp/research/labs/r-ccs/field_theor/index.html
計算科学研究センター,計算科学研究センター,離散事象シミュレーション研究チーム,https://www.riken.jp/research/labs/r-ccs/discr_evt_sim/index.html
計算科学研究センター,計算科学研究センター,量子系分子科学研究チーム,https://www.riken.jp/research/labs/r-ccs/comput_mol_sci/index.html
計算科学研究センター,計算科学研究センター,量子系物質科学研究チーム,https://www.riken.jp/research/labs/r-ccs/comput_mater_sci/index.html
計算科学研究センター,計算科学研究センター,粒子系生物物理研究チーム,https://www.riken.jp/research/labs/r-ccs/comput_biophys/index.html
計算科学研究センター,計算科学研究センター,粒子系シミュレータ研究チーム,https://www.riken.jp/research/labs/r-ccs/part_sim/index.html
計算科学研究センター,計算科学研究センター,複合系気候科学研究チーム,https://www.riken.jp/research/labs/r-ccs/comput_clim_sci/index.html
計算科学研究センター,計算科学研究センター,複雑現象統一的解法研究チーム,https://www.riken.jp/research/labs/r-ccs/compl_phenom_uni_sim/index.html
計算科学研究センター,計算科学研究センター,次世代高性能アーキテクチャ研究チーム,https://www.riken.jp/research/labs/r-ccs/nextgen_high_perf_arch/index.html
計算科学研究センター,計算科学研究センター,高性能ビッグデータ研究チーム,https://www.riken.jp/research/labs/r-ccs/high_perf_big_data/index.html
計算科学研究センター,計算科学研究センター,データ同化研究チーム,https://www.riken.jp/research/labs/r-ccs/data_assim/index.html
計算科学研究センター,計算科学研究センター,総合防災・減災研究チーム,https://www.riken.jp/research/labs/r-ccs/comput_disaster_mit_red/index.html
計算科学研究センター,計算科学研究センター,計算構造生物学研究チーム,https://www.riken.jp/research/labs/r-ccs/comput_struct_biol/index.html
計算科学研究センター,計算科学研究センター,高性能人工知能システム研究チーム,https://www.riken.jp/research/labs/r-ccs/high_perf_ai_sys/index.html
計算科学研究センター,計算科学研究センター,運用技術部門,https://www.riken.jp/research/labs/r-ccs/ops_comput/index.html
計算科学研究センター,計算科学研究センター,施設運転技術ユニット,https://www.riken.jp/research/labs/r-ccs/ops_comput/fac_ops_dev/index.html
計算科学研究センター,計算科学研究センター,システム運転技術ユニット,https://www.riken.jp/research/labs/r-ccs/ops_comput/sys_ops_dev/index.html
計算科学研究センター,計算科学研究センター,ソフトウェア開発技術ユニット,https://www.riken.jp/research/labs/r-ccs/ops_comput/sw_dev_tech/index.html
計算科学研究センター,計算科学研究センター,利用環境技術ユニット,https://www.riken.jp/research/labs/r-ccs/ops_comput/hpc_usability_dev/index.html
計算科学研究センター,計算科学研究センター,先端運用技術ユニット,https://www.riken.jp/research/labs/r-ccs/ops_comput/adv_op_tech/index.html
計算科学研究センター,計算科学研究センター,HPC/AI駆動型医薬プラットフォーム部門,https://www.riken.jp/research/labs/r-ccs/hpc_ai_drive_drug_dev_plat/index.html
計算科学研究センター,計算科学研究センター,バイオメディカル計算知能ユニット,https://www.riken.jp/research/labs/r-ccs/hpc_ai_drive_drug_dev_plat/biomed_comput_intell/index.html
計算科学研究センター,計算科学研究センター,創薬化学AIアプリケーションユニット,https://www.riken.jp/research/labs/r-ccs/hpc_ai_drive_drug_dev_plat/med_chem_intell_appl_ai/index.html
計算科学研究センター,計算科学研究センター,分⼦デザイン計算知能ユニット,https://www.riken.jp/research/labs/r-ccs/hpc_ai_drive_drug_dev_plat/mol_des_comput_intell/index.html
計算科学研究センター,計算科学研究センター,AI創薬連携基盤ユニット,https://www.riken.jp/research/labs/r-ccs/hpc_ai_drive_drug_dev_plat/ai_drug_discov_collab/index.html
放射光科学研究センター,放射光科学研究センター,先端光源開発研究部門,https://www.riken.jp/research/labs/rsc/innov_light_src/index.html
放射光科学研究センター,放射光科学研究センター,次世代X線レーザー研究グループ,https://www.riken.jp/research/labs/rsc/innov_light_src/adv_xray_laser/index.html
放射光科学研究センター,放射光科学研究センター,制御情報グループ,https://www.riken.jp/research/labs/rsc/innov_light_src/ctrl_sys_inf/index.html
放射光科学研究センター,放射光科学研究センター,次世代検出器開発チーム,https://www.riken.jp
放射光科学研究センター,放射光科学研究センター,ビームライン制御解析チーム,https://www.riken.jp
放射光科学研究センター,放射光科学研究センター,回折限界光源設計検討グループ,https://www.riken.jp/research/labs/rsc/innov_light_src/diff_lim_synchro_rad/index.html
放射光科学研究センター,放射光科学研究センター,レーザー駆動電子加速技術開発グループ,https://www.riken.jp/research/labs/rsc/innov_light_src/laser_drive_electron_accel_tech/index.html
放射光科学研究センター,放射光科学研究センター,レーザー加速開発チーム,https://www.riken.jp/research/labs/rsc/innov_light_src/laser_drive_electron_accel_tech/laser_accel_dev/index.html
放射光科学研究センター,放射光科学研究センター,基盤開発チーム,https://www.riken.jp/research/labs/rsc/innov_light_src/laser_drive_electron_accel_tech/bas_laser_dev/index.html
放射光科学研究センター,放射光科学研究センター,利用技術開拓研究部門,https://www.riken.jp/research/labs/rsc/photon_sci/index.html
放射光科学研究センター,放射光科学研究センター,物質ダイナミクス研究グループ,https://www.riken.jp/research/labs/rsc/photon_sci/mater_dyn/index.html
放射光科学研究センター,放射光科学研究センター,生体機構研究グループ,https://www.riken.jp/research/labs/rsc/photon_sci/biostruct_mech/index.html
放射光科学研究センター,放射光科学研究センター,SACLA利用技術開拓グループ,https://www.riken.jp/research/labs/rsc/photon_sci/sacla_sci/index.html
放射光科学研究センター,放射光科学研究センター,分子動画研究チーム,https://www.riken.jp
放射光科学研究センター,放射光科学研究センター,法科学研究グループ,https://www.riken.jp/research/labs/rsc/photon_sci/forensic_sci/index.html
放射光科学研究センター,放射光科学研究センター,利用システム開発研究部門,https://www.riken.jp/research/labs/rsc/adv_photon/index.html
放射光科学研究センター,放射光科学研究センター,生物系ビームライン基盤グループ,https://www.riken.jp/research/labs/rsc/adv_photon/life_sci_res_infrastruct/index.html
放射光科学研究センター,放射光科学研究センター,生命系放射光利用システム開発チーム,https://www.riken.jp/research/labs/rsc/adv_photon/life_sci_res_infrastruct/sr_life_sci/index.html
放射光科学研究センター,放射光科学研究センター,物理・化学系ビームライン基盤グループ,https://www.riken.jp/research/labs/rsc/adv_photon/phys_chem_res_infrastruct/index.html
放射光科学研究センター,放射光科学研究センター,物質系放射光利用システム開発チーム,https://www.riken.jp/research/labs/rsc/adv_photon/phys_chem_res_infrastruct/sr_mater_sci/index.html
放射光科学研究センター,放射光科学研究センター,軟X線分光利用システム開発チーム,https://www.riken.jp/research/labs/rsc/adv_photon/phys_chem_res_infrastruct/soft_xray_spectro/index.html
放射光科学研究センター,放射光科学研究センター,放射光イメージング利用システム開発チーム,https://www.riken.jp/research/labs/rsc/adv_photon/phys_chem_res_infrastruct/sr_img/index.html
放射光科学研究センター,放射光科学研究センター,XFEL研究開発部門,https://www.riken.jp/research/labs/rsc/xfel/index.html
放射光科学研究センター,放射光科学研究センター,加速器研究開発グループ,https://www.riken.jp/research/labs/rsc/xfel/accel/index.html
放射光科学研究センター,放射光科学研究センター,基盤光源チーム,https://www.riken.jp/research/labs/rsc/xfel/accel/dev/index.html
放射光科学研究センター,放射光科学研究センター,先端ビームチーム,https://www.riken.jp/research/labs/rsc/xfel/accel/beam_dyn/index.html
放射光科学研究センター,放射光科学研究センター,光源物理チーム,https://www.riken.jp/research/labs/rsc/xfel/accel/fel_phys/index.html
放射光科学研究センター,放射光科学研究センター,ビームライン研究開発グループ,https://www.riken.jp/research/labs/rsc/xfel/beam_line/index.html
放射光科学研究センター,放射光科学研究センター,ビームライン開発チーム,https://www.riken.jp/research/labs/rsc/xfel/beam_line/dev/index.html
放射光科学研究センター,放射光科学研究センター,データ処理系開発チーム,https://www.riken.jp/research/labs/rsc/xfel/beam_line/data/index.html
放射光科学研究センター,放射光科学研究センター,イメージング開発チーム,https://www.riken.jp/research/labs/rsc/xfel/beam_line/img/index.html
放射光科学研究センター,放射光科学研究センター,理論支援チーム,https://www.riken.jp/research/labs/rsc/xfel/beam_line/theor/index.html
放射光科学研究センター,放射光科学研究センター,放射線評価グループ,https://www.riken.jp/research/labs/rsc/xfel/saf_des/index.html
放射光科学研究センター,放射光科学研究センター,エンジニアリング部門,https://www.riken.jp/research/labs/rsc/eng/index.html
放射光科学研究センター,放射光科学研究センター,エンジニアリングチーム,https://www.riken.jp/research/labs/rsc/eng/eng/index.html
放射光科学研究センター,放射光科学研究センター,理研RSC-リガク連携センター,https://www.riken.jp/research/labs/rsc/rsc_rigaku/index.html
放射光科学研究センター,放射光科学研究センター,検出器開発チーム,https://www.riken.jp/research/labs/rsc/rsc_rigaku/detect/index.html
放射光科学研究センター,放射光科学研究センター,放射光機器開発チーム,https://www.riken.jp/research/labs/rsc/rsc_rigaku/instrum/index.html
放射光科学研究センター,放射光科学研究センター,イメージングシステム開発チーム,https://www.riken.jp/research/labs/rsc/rsc_rigaku/img_sys_dev/index.html
バイオリソース研究センター,バイオリソース研究センター,実験動物開発室,https://www.riken.jp/research/labs/brc/exp_anim/index.html
バイオリソース研究センター,バイオリソース研究センター,実験植物開発室,https://www.riken.jp/research/labs/brc/exp_plant/index.html
バイオリソース研究センター,バイオリソース研究センター,細胞材料開発室,https://www.riken.jp/research/labs/brc/cell_eng/index.html
バイオリソース研究センター,バイオリソース研究センター,遺伝子材料開発室,https://www.riken.jp/research/labs/brc/gene_eng/index.html
バイオリソース研究センター,バイオリソース研究センター,微生物材料開発室,https://www.riken.jp/research/labs/brc/microb/index.html
バイオリソース研究センター,バイオリソース研究センター,統合情報開発室,https://www.riken.jp/research/labs/brc/integr_bioresour_inf_div/index.html
バイオリソース研究センター,バイオリソース研究センター,遺伝工学基盤技術室,https://www.riken.jp/research/labs/brc/bioresour_eng/index.html
バイオリソース研究センター,バイオリソース研究センター,疾患ゲノム動態解析技術開発チーム,https://www.riken.jp/research/labs/brc/mammal_genom_dyn/index.html
バイオリソース研究センター,バイオリソース研究センター,マウス表現型解析開発チーム,https://www.riken.jp/research/labs/brc/mouse_phen_anl/index.html
バイオリソース研究センター,バイオリソース研究センター,iPS創薬基盤開発チーム,https://www.riken.jp/research/labs/brc/drugdiscov_cell_basis_dev/index.html
バイオリソース研究センター,バイオリソース研究センター,iPS細胞高次特性解析開発チーム,https://www.riken.jp/research/labs/brc/ips_cell_adv_char_dev/index.html
バイオリソース研究センター,バイオリソース研究センター,次世代ヒト疾患モデル研究開発チーム,https://www.riken.jp/research/labs/brc/next_gen_hum_dis_model/index.html
バイオリソース研究センター,バイオリソース研究センター,植物-微生物共生研究開発チーム,https://www.riken.jp/research/labs/brc/plantmicrob_symbiosis_dev/index.html
バイオリソース研究センター,バイオリソース研究センター,バイオリソース品質管理支援ユニット,https://www.riken.jp/research/labs/brc/qual_manage/index.html
バイオリソース研究センター,バイオリソース研究センター,創薬iPS細胞研究基盤ユニット,https://www.riken.jp/research/labs/brc/ips_drug_discov/index.html
